Timestamp,Session_Name,Position,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_Z,LEFT_EYE_Visibility,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_Z,RIGHT_EYE_Visibility,LEFT_EAR_X,LEFT_EAR_Y,LEFT_EAR_Z,LEFT_EAR_Visibility,RIGHT_EAR_X,RIGHT_EAR_Y,RIGHT_EAR_Z,RIGHT_EAR_Visibility,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_Z,LEFT_SHOULDER_Visibility,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_Z,RIGHT_SHOULDER_Visibility,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_HIP_Visibility,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_HIP_Visibility
2026-08-21 22:28:32,Night_001,Right Side,0.539186,0.443666,0.035079,0.996347,0.513007,0.43769,0.030108,0.99538,0.548663,0.450644,0.149675,0.996658,0.500018,0.441196,0.13033,0.995481,0.57488,0.516627,0.15744,0.998178,0.454097,0.499323,0.158479,0.992746,0.519505,0.655896,-0.010052,0.995237,0.444983,0.648642,0.00997,0.991513
2026-08-21 22:28:36,Night_001,No Person Detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-21 22:28:36,Night_001,Right Side,0.528614,0.434647,0.218029,0.999842,0.505768,0.43825,0.211326,0.999787,0.540056,0.444233,0.354381,0.999861,0.494571,0.456875,0.324926,0.99981,0.576663,0.512956,0.344322,0.999897,0.464463,0.525698,0.280107,0.998877,0.573012,0.70887,0.04903,0.998778,0.491917,0.7019,-0.049433,0.99674
2026-08-21 22:28:36,Night_001,No Person Detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-21 22:28:38,Night_001,Right Side,0.515598,0.439796,0.165339,0.999654,0.495278,0.440757,0.167019,0.999557,0.529266,0.449909,0.266726,0.999697,0.49053,0.456062,0.276992,0.999662,0.564347,0.50074,0.245763,0.999826,0.469247,0.512699,0.263273,0.998329,0.541004,0.647981,-0.01114,0.998521,0.479555,0.647771,0.011128,0.996246
2026-08-21 22:28:39,Night_001,No Person Detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-21 22:28:39,Night_001,Right Side,0.512849,0.437829,0.21731,0.999348,0.493633,0.440238,0.221323,0.999163,0.529891,0.447569,0.30936,0.999527,0.49174,0.456069,0.329446,0.999388,0.568037,0.498122,0.260932,0.999841,0.472437,0.520002,0.323346,0.997628,0.557207,0.645141,-0.033222,0.999046,0.488556,0.637459,0.033039,0.998013
2026-08-21 22:28:40,Night_001,No Person Detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-21 22:28:41,Night_001,Right Side,0.514158,0.437423,0.180774,0.999476,0.491875,0.444167,0.188182,0.999308,0.532097,0.440897,0.271949,0.99963,0.489447,0.453245,0.309779,0.999493,0.574052,0.493529,0.235645,0.999881,0.470279,0.524798,0.315092,0.998,0.559709,0.648982,-0.039493,0.999277,0.500072,0.655582,0.03948,0.998483
2026-08-21 22:28:45,Night_001,No Person Detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-21 22:28:45,Night_001,Right Side,0.50876,0.438893,0.223047,0.999747,0.486237,0.441664,0.234151,0.99942,0.52348,0.442541,0.313901,0.999842,0.481342,0.448348,0.370998,0.999653,0.562934,0.497599,0.257071,0.999965,0.450189,0.510813,0.373907,0.995946,0.48731,0.638741,-0.078322,0.998232,0.43501,0.644849,0.078447,0.996573
2026-08-21 22:28:45,Night_001,No Person Detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-21 22:28:48,Night_001,Right Side,0.510151,0.449787,0.188624,0.999707,0.489612,0.455132,0.196078,0.999415,0.526477,0.45478,0.276193,0.999791,0.486337,0.468416,0.312457,0.999638,0.566995,0.507364,0.221681,0.999944,0.467539,0.535191,0.313164,0.995799,0.551833,0.649363,-0.042385,0.998268,0.490815,0.654745,0.04218,0.996612
2026-08-21 22:28:49,Night_001,No Person Detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
